"dir","folder","X","frame_number","sequence_id","sequence_id_original","type","distance","number_of_points","image_name","file_last_mod_date","DateTimeOriginal","ImageWidth","ImageHeight","pair_id","hb","ht","length","xb","yb","xt","yt","xg","yg","pixlen","pdl","mpdl","err"
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R0_02","H4R0_02",9,4,104,8,"cal",3,1,"IMG_0175.JPG",NA,"2019:11:16 15:58:11",1000,750,"H4R0_02/IMG_0175.JPG",0.2,0.9,0.7,810.1350359,593.0116093,798.6911301,297.3857715,813.404723271429,677.476134385714,295.847256121992,1267.91681195139,1333.3333332,-0.0503068242054637
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R0_02","H4R0_02",11,5,106,10,"cal",4.5,1,"IMG_0183.JPG",NA,"2019:11:16 15:58:21",1000,750,"H4R0_02/IMG_0183.JPG",0.3,0.9,0.6,26.56550675,492.7513049,27.15053074,320.7542509,26.272994755,578.7498319,171.998048935875,1289.98536701907,1333.3333332,-0.0330511974386105
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R0_02","H4R0_02",13,6,108,12,"cal",4.5,1,"IMG_0190.JPG",NA,"2019:11:16 15:58:27",1000,750,"H4R0_02/IMG_0190.JPG",0.2,0.9,0.7,508.1026211,513.6494725,511.0531882,319.7416691,507.259601928571,569.051702042857,193.930250517099,1246.69446760992,1333.3333332,-0.0671864496202356
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R0_02","H4R0_02",15,7,110,14,"cal",4.5,1,"IMG_0195.JPG",NA,"2019:11:16 15:58:41",1000,750,"H4R0_02/IMG_0195.JPG",0.2,0.9,0.7,832.4616642,507.966071,833.8206852,307.5104805,832.073372485714,565.239096857143,200.460197298072,1288.67269691618,1333.3333332,-0.0340693007960349
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R0_02","H4R0_02",17,8,112,16,"cal",6,1,"IMG_0209.JPG",NA,"2019:11:16 15:58:54",1000,750,"H4R0_02/IMG_0209.JPG",0.3,0.9,0.6,54.10040776,446.8037919,58.04818933,316.5301929,52.126516975,511.9405914,130.333401611932,1303.33401611932,1333.3333332,-0.0227564631460353
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R0_02","H4R0_02",19,9,114,18,"cal",6,1,"IMG_0219.JPG",NA,"2019:11:16 15:59:04",1000,750,"H4R0_02/IMG_0219.JPG",0.1,0.9,0.8,498.3040523,461.1051392,488.2405106,292.2775896,499.5619950125,482.2085829,169.127219499074,1268.45414624306,1333.3333332,-0.0498831209628693
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R0_02","H4R0_02",21,10,116,20,"cal",6,1,"IMG_0230.JPG",NA,"2019:11:16 15:59:13",1000,750,"H4R0_02/IMG_0230.JPG",0.3,0.9,0.6,819.6592738,462.0163786,820.6666257,334.5863679,819.15559785,525.73138395,127.433992266006,1274.33992266006,1333.3333332,-0.0452537355159004
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R0_02","H4R0_02",23,11,118,22,"cal",7.5,1,"IMG_0245.JPG",NA,"2019:11:16 15:59:35",1000,750,"H4R0_02/IMG_0245.JPG",0.3,0.9,0.6,39.29917246,432.2856572,37.0591236,326.6300194,40.41919689,485.1134761,105.679381233143,1320.99226541429,1333.3333332,-0.00929890192768346
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R0_02","H4R0_02",25,12,120,24,"cal",8,1,"IMG_0259.JPG",NA,"2019:11:16 15:59:48",1000,750,"H4R0_02/IMG_0259.JPG",0.3,0.9,0.6,489.9990997,425.6047854,491.659499,324.5971634,489.16890005,476.1085964,101.021268196011,1262.76585245013,1333.3333332,-0.0543776361543328
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R0_02","H4R0_02",27,13,122,26,"cal",7.5,1,"IMG_0265.JPG",NA,"2019:11:16 15:59:54",1000,750,"H4R0_02/IMG_0265.JPG",0.3,0.9,0.6,837.0225717,421.4537872,830.5997769,317.0893188,840.2339691,473.6360214,104.561917338281,1307.02396672851,1333.3333332,-0.0199293006716139
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R0_02","H4R0_02",29,14,124,28,"cal",9,1,"IMG_0266.JPG",NA,"2019:11:16 16:00:03",1000,750,"H4R0_02/IMG_0266.JPG",0.3,0.9,0.6,54.25510973,415.6281765,53.74750792,327.3256347,54.508910635,459.7794474,88.3040007470684,1324.56001120603,1333.3333332,-0.0066017350743752
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R0_02","H4R0_02",31,15,126,30,"cal",9.5,1,"IMG_0283.JPG",NA,"2019:11:16 16:00:22",1000,750,"H4R0_02/IMG_0283.JPG",0.5,0.9,0.4,499.2467924,418.2897703,494.7467998,362.6827192,504.87178315,487.798584175,55.7888345947293,1255.24877838141,1333.3333332,-0.0603482896269787
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R0_02","H4R0_02",33,16,128,32,"cal",9,1,"IMG_0295.JPG",NA,"2019:11:16 16:00:34",1000,750,"H4R0_02/IMG_0295.JPG",0.5,0.9,0.4,844.5853129,401.1666607,844.9067409,342.0239011,844.1835279,475.0951102,59.1436330390904,1330.73174337953,1333.3333332,-0.00195309842116033
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R0_02","H4R0_02",35,17,130,34,"cal",10.5,1,"IMG_0314.JPG",NA,"2019:11:16 16:00:54",1000,750,"H4R0_02/IMG_0314.JPG",0.3,0.9,0.6,46.79903103,392.6884821,48.40617123,317.4743205,45.99546093,430.2955629,75.2313299418093,1316.54827398166,1333.3333332,-0.0126687046447105
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R0_02","H4R0_02",37,18,132,36,"cal",10.5,1,"IMG_0324.JPG",NA,"2019:11:16 16:01:04",1000,750,"H4R0_02/IMG_0324.JPG",0.4,0.9,0.5,505.3443292,416.5686031,506.5355953,355.5757754,504.39131632,465.36286526,61.0044600481219,1281.09366101056,1333.3333332,-0.0399679365670132
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R0_02","H4R0_02",41,20,136,40,"cal",13.5,1,"IMG_0370.JPG",NA,"2019:11:16 16:02:15",1000,750,"H4R0_02/IMG_0370.JPG",0.3,0.9,0.6,35.98894354,399.7428688,41.62911047,341.0385154,33.168860075,429.0950455,58.9746775413851,1326.93024468117,1333.3333332,-0.00481388456183423
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R0_02","H4R0_02",43,21,138,42,"cal",13.5,1,"IMG_0377.JPG",NA,"2019:11:16 16:02:35",1000,750,"H4R0_02/IMG_0377.JPG",0.3,0.9,0.6,511.2850057,406.6199022,516.5703275,349.7617583,508.6423448,435.04897415,57.1032674571488,1284.82351778585,1333.3333332,-0.0370607036811101
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_03","H4R1_03",1,0,140,0,"cal",1.5,1,"IMG_0355.JPG",NA,"2019:11:15 15:46:49",1000,750,"H4R1_03/IMG_0355.JPG",0.4,0.8,0.4,51.38888889,693.0555556,28.13405631,334.706544,74.64372147,1051.4045672,359.10277268913,1346.63539758424,1333.3333332,0.00992711106792258
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_03","H4R1_03",3,1,142,2,"cal",1.5,1,"IMG_0358.JPG",NA,"2019:11:15 15:46:52",1000,750,"H4R1_03/IMG_0358.JPG",0.4,0.8,0.4,446.8761611,707.9374216,408.167294,373.3528534,485.5850282,1042.5219898,336.816284745476,1263.06106779554,1333.3333332,-0.0541438787702614
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_03","H4R1_03",5,2,144,4,"cal",1.5,1,"IMG_0364.JPG",NA,"2019:11:15 15:46:57",1000,750,"H4R1_03/IMG_0364.JPG",0.4,0.8,0.4,842.6124871,657.4923636,800.6828481,322.5076785,884.5421261,992.4770487,337.598628371349,1265.99485639256,1333.3333332,-0.0518238115191244
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_03","H4R1_03",7,3,146,6,"cal",3,1,"IMG_0376.JPG",NA,"2019:11:15 15:47:08",1000,750,"H4R1_03/IMG_0376.JPG",0.1,0.9,0.8,165.6073468,680.0658951,143.2063171,327.0061879,168.4074755125,724.1983585,353.769646775653,1326.6361754087,1333.3333332,-0.00503552534794433
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_03","H4R1_03",9,4,148,8,"cal",3,1,"IMG_0379.JPG",NA,"2019:11:15 15:47:10",1000,750,"H4R1_03/IMG_0379.JPG",0.1,0.9,0.8,438.1797853,640.9748126,394.9121236,296.4778319,443.5882430125,684.0369351875,347.20348538055,1302.01307017706,1333.3333332,-0.023770490077339
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_03","H4R1_03",11,5,150,10,"cal",3,1,"IMG_0382.JPG",NA,"2019:11:15 15:47:14",1000,750,"H4R1_03/IMG_0382.JPG",0.1,0.9,0.8,804.8178679,655.0793191,781.3390786,305.2453486,807.7527165625,698.8085654125,350.620964094831,1314.82861535562,1333.3333332,-0.0139757457438635
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_03","H4R1_03",13,6,152,12,"cal",4.5,1,"IMG_0396.JPG",NA,"2019:11:15 15:47:27",1000,750,"H4R1_03/IMG_0396.JPG",0.1,0.9,0.8,146.2691623,562.7200585,142.5834813,329.3703836,146.729872425,591.8887678625,233.378780141575,1312.75563829636,1333.3333332,-0.0155536037984294
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_03","H4R1_03",15,7,154,14,"cal",4.5,1,"IMG_0401.JPG",NA,"2019:11:15 15:47:33",1000,750,"H4R1_03/IMG_0401.JPG",0.1,0.9,0.8,448.9785796,557.6178273,442.4851619,330.8242579,449.7902568125,585.967023475,226.886508181115,1276.23660851877,1333.3333332,-0.0437664747455301
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_03","H4R1_03",17,8,156,16,"cal",4.5,1,"IMG_0405.JPG",NA,"2019:11:15 15:47:37",1000,750,"H4R1_03/IMG_0405.JPG",0.1,0.9,0.8,796.1709152,563.3741584,785.2009793,329.2596724,797.5421571875,592.63846915,234.371355008871,1318.3388719249,1333.3333332,-0.0113095586018417
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_03","H4R1_03",19,9,158,18,"cal",6,1,"IMG_0442.JPG",NA,"2019:11:15 15:48:14",1000,750,"H4R1_03/IMG_0442.JPG",0.1,0.9,0.8,432.5132445,503.0007838,431.8543018,328.9101,432.5956123375,524.762119275,174.0919308625,1305.68948146875,1333.3333332,-0.0209508328084282
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_03","H4R1_03",21,10,160,20,"cal",6,1,"IMG_0449.JPG",NA,"2019:11:15 15:48:19",1000,750,"H4R1_03/IMG_0449.JPG",0.1,0.9,0.8,809.028598,509.9879153,802.8747315,330.4555495,809.7978313125,532.429461025,179.637803489813,1347.2835261736,1333.3333332,0.010408290064182
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_03","H4R1_03",23,12,162,22,"cal",7.5,1,"IMG_0476_5.JPG",NA,"2019:11:15 15:48:51",1000,750,"H4R1_03/IMG_0476_5.JPG",0.1,0.9,0.8,832.2863434,479.0798441,822.4498913,336.1192758,833.5158999125,496.9499151375,143.298569003932,1343.42408441186,1333.3333332,0.00753956929099218
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_03","H4R1_03",25,13,164,24,"cal",9,1,"IMG_0488_L.JPG",NA,"2019:11:15 15:49:03",1000,750,"H4R1_03/IMG_0488_L.JPG",0.2,0.9,0.7,427.6348379,427.6427759,425.6882057,326.6254841,428.191018528571,456.504859271429,101.036046139625,1299.03487893804,1333.3333332,-0.0260604844171418
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_03","H4R1_03",27,14,166,26,"cal",9,1,"IMG_0494_L.JPG",NA,"2019:11:15 15:49:15",1000,750,"H4R1_03/IMG_0494_L.JPG",0.7,0.9,0.2,819.1693987,360.1420731,818.4217738,329.0175922,821.78608585,469.07775625,31.1334587587946,1401.00564414576,1333.3333332,0.0495082236500461
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_04","H4R1_04",4,1,173,3,"cal",1.5,1,"IMG_0005.JPG",NA,"2019:12:17 16:26:15",1000,750,"H4R1_04/IMG_0005.JPG",0.4,0.9,0.5,575.5301868,690.1469806,593.8838905,264.6747584,560.84722384,1030.52475836,425.867902410259,1277.60370723078,1333.3333332,-0.0426958527225665
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_04","H4R1_04",34,17,203,33,"cal",1.5,1,"IMG_0009.JPG",NA,"2019:12:17 16:26:19",1000,750,"H4R1_04/IMG_0009.JPG",0.4,0.9,0.5,150,695.8333333,165.2777778,265.2777778,137.77777776,1040.2777777,430.826527579744,1292.47958273923,1333.3333332,-0.0311195417962338
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_04","H4R1_04",6,2,175,5,"cal",3,1,"IMG_0017.JPG",NA,"2019:12:17 16:26:28",1000,750,"H4R1_04/IMG_0017.JPG",0.1,0.9,0.8,130.0357424,661.7821658,124.7117969,305.0778196,130.7012355875,706.370209075,356.744074924387,1337.79028096645,1333.3333332,0.00333713638637845
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_04","H4R1_04",8,3,177,7,"cal",3,1,"IMG_0025.JPG",NA,"2019:12:17 16:26:40",1000,750,"H4R1_04/IMG_0025.JPG",0.1,0.9,0.8,951.3504718,677.1224488,963.6359756,314.9925972,949.814783825,722.38868025,362.338188745622,1358.76820779608,1333.3333332,0.0188964874136165
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_04","H4R1_04",10,4,179,9,"cal",4.5,1,"IMG_0036.JPG",NA,"2019:12:17 16:26:50",1000,750,"H4R1_04/IMG_0036.JPG",0.1,0.9,0.8,938.9940382,546.3310066,943.0892062,302.9610255,938.4821422,576.7522542375,243.404433200307,1369.14993675173,1333.3333332,0.0265079907854848
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_04","H4R1_04",36,18,205,35,"cal",4.5,1,"IMG_0041.JPG",NA,"2019:12:17 16:26:55",1000,750,"H4R1_04/IMG_0041.JPG",0.1,0.9,0.8,533.7405004,535.4290869,555.931541,304.6326159,530.966620325,564.278645775,231.860849021487,1304.21727574586,1333.3333332,-0.0220790002228113
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_04","H4R1_04",12,5,181,11,"cal",4.5,1,"IMG_0050.JPG",NA,"2019:12:17 16:27:02",1000,750,"H4R1_04/IMG_0050.JPG",0.1,0.9,0.8,119.0757117,547.0107674,125.5109756,310.0760503,118.2713037125,576.6276070375,237.022093461179,1333.24927571913,1333.3333332,-6.30450979599469e-05
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_04","H4R1_04",14,6,183,13,"cal",6,1,"IMG_0054.JPG",NA,"2019:12:17 16:27:11",1000,750,"H4R1_04/IMG_0054.JPG",0.1,0.9,0.8,116.4444187,501.9107598,115.6977358,323.8268756,116.5377540625,524.171245325,178.085449565966,1335.64087174474,1333.3333332,0.00172915805287867
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_04","H4R1_04",16,7,185,15,"cal",6,1,"IMG_0068.JPG",NA,"2019:12:17 16:27:23",1000,750,"H4R1_04/IMG_0068.JPG",0.1,0.9,0.8,524.9655912,482.3798017,518.9921276,308.7760152,525.71227415,504.0802750125,173.706525365394,1302.79894024045,1333.3333332,-0.0231670913797825
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_04","H4R1_04",18,8,187,17,"cal",6,1,"IMG_0076.JPG",NA,"2019:12:17 16:27:30",1000,750,"H4R1_04/IMG_0076.JPG",0.1,0.9,0.8,939.1986073,494.5898265,925.4071323,312.7197473,940.922541675,517.3235864,182.392243505282,1367.94182628961,1333.3333332,0.0256252213022827
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_04","H4R1_04",20,9,189,19,"cal",7.5,1,"IMG_0088.JPG",NA,"2019:12:17 16:27:46",1000,750,"H4R1_04/IMG_0088.JPG",0.1,0.9,0.8,528.5596489,451.185047,538.8263719,313.0414423,527.276308525,468.4529975875,138.524586700948,1298.66800032139,1333.3333332,-0.026342948298606
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_04","H4R1_04",38,19,207,37,"cal",7.5,1,"IMG_0100.JPG",NA,"2019:12:17 16:27:56",1000,750,"H4R1_04/IMG_0100.JPG",0.1,0.9,0.8,112.9658303,478.2986924,130.7445993,336.9965598,110.743484175,495.961458975,142.416211522647,1335.15198302482,1333.3333332,0.00136305798299467
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_04","H4R1_04",22,10,191,21,"cal",9,1,"IMG_0102.JPG",NA,"2019:12:17 16:28:06",1000,750,"H4R1_04/IMG_0102.JPG",0.1,0.9,0.8,109.0857553,447.6949555,109.0857553,329.0448452,109.0857553,462.5262192875,118.6501103,1334.813740875,1333.3333332,0.00110968982279876
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_04","H4R1_04",24,11,193,23,"cal",9,1,"IMG_0114.JPG",NA,"2019:12:17 16:28:19",1000,750,"H4R1_04/IMG_0114.JPG",0.2,0.9,0.7,520.9085261,431.853,518.3728177,330.6361311,521.633014214286,460.7721054,101.248626494435,1301.76805492845,1333.3333332,-0.0239586896513909
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_04","H4R1_04",40,20,209,39,"cal",9,1,"IMG_0126.JPG",NA,"2019:12:17 16:28:33",1000,750,"H4R1_04/IMG_0126.JPG",0.1,0.8,0.7,951.4317351,457.7762701,940.996918,350.7525051,952.922423257143,473.065379385714,107.531259095603,1382.54475980061,1333.3333332,0.0362437575244541
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_04","H4R1_04",26,12,195,25,"cal",10.5,1,"IMG_0140.JPG",NA,"2019:12:17 16:28:50",1000,750,"H4R1_04/IMG_0140.JPG",0.1,0.8,0.7,943.9002459,441.642377,944.0768471,349.1033066,943.875017157143,454.8622442,92.5392389123662,1388.08858368549,1333.3333332,0.0402456087954107
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_04","H4R1_04",28,13,197,27,"cal",10.5,1,"IMG_0143.JPG",NA,"2019:12:17 16:29:07",1000,750,"H4R1_04/IMG_0143.JPG",0.2,0.9,0.7,523.0183332,428.7463597,524.4542007,341.5686903,522.8388497625,439.643568375,87.18949338936,1144.36210073535,1333.3333332,-0.152834707854766
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_04","H4R1_04",42,21,211,41,"cal",12,1,"IMG_0160.JPG",NA,"2019:12:17 16:29:31",1000,750,"H4R1_04/IMG_0160.JPG",0.2,0.9,0.7,517.6253569,424.8797386,511.8739609,350.3099141,519.2686129,446.185402742857,74.7912914844343,1282.13642544745,1333.3333332,-0.0391543034094434
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_04","H4R1_04",30,15,199,29,"cal",12,1,"IMG_0170.JPG",NA,"2019:12:17 16:29:40",1000,750,"H4R1_04/IMG_0170.JPG",0.6,0.9,0.3,952.8943139,386.0194986,949.6194011,352.7740396,959.4441395,452.5104166,33.4063706195134,1336.25482478054,1333.3333332,0.00218872168584223
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H4R1_04","H4R1_04",32,16,201,31,"cal",13.5,1,"IMG_0173.JPG",NA,"2019:12:17 16:29:49",1000,750,"H4R1_04/IMG_0173.JPG",0.5,0.9,0.4,964.9917638,388.6395164,962.0416461,349.0481043,968.679410925,438.128781525,39.7011726088271,1339.91457554791,1333.3333332,0.00492378998783785
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H5R0_01","H5R0_01",5,1,217,4,"cal",1.5,1,"IMG_0031.JPG",NA,"2019:11:20 12:01:04",1000,750,"H5R0_01/IMG_0031.JPG",0.4,0.9,0.5,937.1150524,697.0874274,956.4950407,243.5957015,921.61106176,1059.88080812,453.905639319748,1361.71691795924,1333.3333332,0.0210642708651643
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H5R0_01","H5R0_01",47,22,259,46,"cal",1.5,1,"IMG_0035.JPG",NA,"2019:11:20 12:01:07",1000,750,"H5R0_01/IMG_0035.JPG",0.3,0.9,0.6,586.1111111,704.1666667,618.0555556,195.8333333,570.13888885,958.3333334,509.33606330199,1273.34015825498,1333.3333332,-0.0460385785296646
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H5R0_01","H5R0_01",7,2,219,6,"cal",1.5,1,"IMG_0038.JPG",NA,"2019:11:20 12:01:09",1000,750,"H5R0_01/IMG_0038.JPG",0.3,0.9,0.6,148.3495292,704.8394227,157.1391061,180.9313877,143.95474075,966.7934402,523.981760941774,1309.95440235443,1333.3333332,-0.0176897431075383
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H5R0_01","H5R0_01",9,3,221,8,"cal",3,1,"IMG_0051_2.JPG",NA,"2019:11:20 12:01:21",1000,750,"H5R0_01/IMG_0051_2.JPG",0.1,0.9,0.8,72.92392281,623.3588066,80.18564402,267.5392263,72.01620765875,667.8362541375,355.893672772922,1334.60127289846,1333.3333332,0.000950502902897471
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H5R0_01","H5R0_01",11,4,223,10,"cal",3,1,"IMG_0060.JPG",NA,"2019:11:20 12:01:28",1000,750,"H5R0_01/IMG_0060.JPG",0.1,0.9,0.8,540.3837834,576.4770023,539.0177553,236.0294085,540.5545369125,619.032951525,340.450334346994,1276.68875380123,1333.3333332,-0.043412257349398
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H5R0_01","H5R0_01",13,5,225,12,"cal",3,1,"IMG_0070.JPG",NA,"2019:11:20 12:01:34",1000,750,"H5R0_01/IMG_0070.JPG",0.1,0.9,0.8,958.9552504,692.6604485,965.7503551,325.0452809,958.1058623125,738.61234445,367.67796357337,1378.79236340014,1333.3333332,0.0335259447092763
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H5R0_01","H5R0_01",15,6,227,14,"cal",4.5,1,"IMG_0081.JPG",NA,"2019:11:20 12:01:47",1000,750,"H5R0_01/IMG_0081.JPG",0.1,0.9,0.8,960.2632059,552.448627,968.5023542,310.0442109,959.2333123625,582.7491790125,242.54439698639,1364.31223304844,1333.3333332,0.0229683707331858
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/CameraTrapping/REM/Calibration/Mytool2018/Hoge Veluwe test/Images/H5R0_01","H5R0_01",17,7,229,16,"cal",4.5,1,"IMG_0089_3.JPG",NA,"2019:11:20 12:01:53",1000,750,"H5R0_01/IMG_0089_3.JPG",0.1,0.9,0.8,531.1662031,516.8415584,526.8298092,284.8444974,531.7082523375,545.841191025,232.037584508833,1305.21141286218,1333.3333332,-0.0213170425048181
