"deployment","image_name","distance","radius","angle","n_poles","pole_in_zone"
"H1R0_03","IMG_0246.JPG",1.5,1.97830178673504,0.342525722276408,13,TRUE
"H1R0_03","IMG_0287.JPG",6,6.31538492332382,-0.328227516993401,13,TRUE
"H1R0_03","IMG_0300.JPG",6,5.59976368028817,0.36982249388547,13,TRUE
"H1R0_03","IMG_0310.JPG",7.5,7.30017485669646,-0.329709406503502,13,TRUE
"H1R0_03","IMG_0317.JPG",7.5,7.82328335529918,-0.0186811297182457,13,TRUE
"H1R0_03","IMG_0334.JPG",9,8.71359983158859,-0.0105278054390651,13,TRUE
"H1R0_03","IMG_0353.JPG",10.5,9.86398436822743,-0.00993740199541879,13,TRUE
"H1R0_03","IMG_0370.JPG",12,10.7239165566846,-0.331391191673713,13,TRUE
"H1R0_03","IMG_0398.JPG",13.5,12.2677926847985,-0.331243224773976,13,TRUE
"H1R0_03","IMG_0406.JPG",13.5,11.7894724342456,-0.00468624496901102,13,TRUE
"H1R0_03","IMG_0436.JPG",15,12.7566785634785,-0.00454374157338555,13,TRUE
"H1R0_03","IMG_0246.JPG",1.5,1.96895102314081,0.345735254287421,13,TRUE
"H1R0_03","IMG_0260.JPG",3,3.705283704267,-0.0292192071404446,13,TRUE
"H1R0_03","IMG_0263.JPG",3,3.35542403909376,0.365102206238394,13,TRUE
"H1R0_03","IMG_0277.JPG",4.5,5.26489689639481,-0.0359616789573201,13,TRUE
"H1R0_03","IMG_0287.JPG",6,6.34698405226625,-0.331303072066125,13,TRUE
"H1R0_03","IMG_0300.JPG",6,5.62999261855625,0.373287801905637,13,TRUE
"H1R0_03","IMG_0310.JPG",7.5,7.3541878104279,-0.332798847166446,13,TRUE
"H1R0_03","IMG_0323.JPG",7.5,6.62706528233649,0.375446636103401,13,TRUE
"H1R0_03","IMG_0334.JPG",9,8.82168048382201,-0.0106264530043862,13,TRUE
"H1R0_03","IMG_0350.JPG",10.5,9.85418051892378,-0.332173558276798,13,TRUE
"H1R0_03","IMG_0370.JPG",12,10.8936144142194,-0.334496390987725,13,TRUE
"H1R0_03","IMG_0398.JPG",13.5,12.5091484321826,-0.33434703760963,13,TRUE
"H1R0_03","IMG_0406.JPG",13.5,12.0328414126303,-0.00473015598725377,13,TRUE
"H1R0_03","IMG_0239.JPG",1.5,2.08678948322407,-0.0468106938356249,13,TRUE
"H1R0_03","IMG_0246.JPG",1.5,2.04714915452903,0.342059589586777,13,TRUE
"H1R0_03","IMG_0253.JPG",3,3.5152786704748,-0.327016989790778,13,TRUE
"H1R0_03","IMG_0260.JPG",3,3.82884559084037,-0.0289085648008651,13,TRUE
"H1R0_03","IMG_0263.JPG",3,3.47054535233024,0.361220642889109,13,TRUE
"H1R0_03","IMG_0277.JPG",4.5,5.40982537231288,-0.0355793544119342,13,TRUE
"H1R0_03","IMG_0330.JPG",9,8.78653008983371,-0.327303398340958,13,TRUE
"H1R0_03","IMG_0334.JPG",9,8.94892281562106,-0.010513478473392,13,TRUE
"H1R0_03","IMG_0350.JPG",10.5,9.96755341550612,-0.328642073976298,13,TRUE
"H1R0_03","IMG_0370.JPG",12,10.9792570111127,-0.330940211623314,13,TRUE
"H1R0_03","IMG_0375.JPG",12,11.1201414900943,-0.00361549548520587,13,TRUE
"H1R0_03","IMG_0388.JPG",12,12.4217855123343,0.376487007344831,13,TRUE
"H1R0_03","IMG_0436.JPG",15,13.0439558303332,-0.00453755813563811,13,TRUE
"H1R0_03","IMG_0234.JPG",1.5,1.77028720487231,-0.316759762241408,13,TRUE
"H1R0_03","IMG_0239.JPG",1.5,1.86602585260745,-0.0469307367389756,13,TRUE
"H1R0_03","IMG_0246.JPG",1.5,1.81333234068282,0.342936778598269,13,TRUE
"H1R0_03","IMG_0260.JPG",3,3.51164556832782,-0.0289826988878877,13,TRUE
"H1R0_03","IMG_0300.JPG",6,5.30988077328739,0.370266308361847,13,TRUE
"H1R0_03","IMG_0310.JPG",7.5,7.48877695365049,-0.330105082293978,13,TRUE
"H1R0_03","IMG_0317.JPG",7.5,7.86481108501624,-0.0187035484622138,13,TRUE
"H1R0_03","IMG_0334.JPG",9,8.8710112459558,-0.010540439587976,13,TRUE
"H1R0_03","IMG_0350.JPG",10.5,10.4631893354146,-0.329484854663588,13,TRUE
"H1R0_03","IMG_0370.JPG",12,11.7804223459841,-0.331788885731377,13,TRUE
"H1R0_03","IMG_0388.JPG",12,12.2606851298481,0.377452483173798,13,TRUE
"H1R0_03","IMG_0430.JPG",15,18.8596604730097,-0.335629823570977,13,FALSE
"H1R0_03","IMG_0436.JPG",15,13.8201819690655,-0.00454919440094614,13,FALSE
"H1R0_03","IMG_0234.JPG",1.5,1.84760689724368,-0.318212050444423,13,TRUE
"H1R0_03","IMG_0239.JPG",1.5,1.98015994858924,-0.0471459059727273,13,TRUE
"H1R0_03","IMG_0253.JPG",3,3.31855423484322,-0.329358763753827,13,TRUE
"H1R0_03","IMG_0263.JPG",3,3.44829317848075,0.36380734976625,13,TRUE
"H1R0_03","IMG_0277.JPG",4.5,5.33392968589176,-0.0358341387454249,13,TRUE
"H1R0_03","IMG_0294.JPG",6,6.66083367337063,-0.0245488194662669,13,TRUE
"H1R0_03","IMG_0310.JPG",7.5,7.22564442546787,-0.331618556459316,13,TRUE
"H1R0_03","IMG_0323.JPG",7.5,7.22683443795803,0.374115092501646,13,TRUE
"H1R0_03","IMG_0375.JPG",12,11.8407224700885,-0.00364138610696284,13,TRUE
"H1R0_03","IMG_0388.JPG",12,15.1853508856628,0.379183036905223,13,TRUE
"H1R0_03","IMG_0398.JPG",13.5,12.3812955167615,-0.333161256153935,13,TRUE
"H1R0_03","IMG_0418.JPG",13.5,18.1030821543302,0.376873569020081,13,TRUE
"H1R0_03","IMG_0436.JPG",15,14.2493202164033,-0.00457005166297642,13,TRUE
"H1R0_03","IMG_0246.JPG",1.5,1.63411764513009,0.34530995359526,13,TRUE
"H1R0_03","IMG_0260.JPG",3,3.25092283965363,-0.0291832636002151,13,TRUE
"H1R0_03","IMG_0263.JPG",3,2.83416501744495,0.364653081600113,13,TRUE
"H1R0_03","IMG_0287.JPG",6,6.22450008203367,-0.330895524892044,13,TRUE
"H1R0_03","IMG_0317.JPG",7.5,7.6592648580968,-0.0188329798802931,13,TRUE
"H1R0_03","IMG_0323.JPG",7.5,5.84478212150214,0.374984786430207,13,TRUE
"H1R0_03","IMG_0330.JPG",9,9.19374580784726,-0.330413544111485,13,TRUE
"H1R0_03","IMG_0353.JPG",10.5,10.2314552084261,-0.0100181784862463,13,TRUE
"H1R0_03","IMG_0370.JPG",12,12.6232118644666,-0.334084915603459,13,TRUE
"H1R0_03","IMG_0375.JPG",12,11.579649298983,-0.00364985112602313,13,TRUE
"H1R0_03","IMG_0398.JPG",13.5,15.4903475981086,-0.333935745950032,13,TRUE
"H1R0_03","IMG_0406.JPG",13.5,12.9565713351592,-0.00472433726153673,13,TRUE
"H1R0_03","IMG_0430.JPG",15,23.0647776052757,-0.337952433320793,13,TRUE
"H1R0_03","IMG_0239.JPG",1.5,2.00836158579854,-0.0469438745767253,13,TRUE
"H1R0_03","IMG_0260.JPG",3,3.70442261748541,-0.0289908123338294,13,TRUE
"H1R0_03","IMG_0287.JPG",6,6.37037892543394,-0.328713409016343,13,TRUE
"H1R0_03","IMG_0294.JPG",6,6.48751406459067,-0.0244436219488019,13,TRUE
"H1R0_03","IMG_0300.JPG",6,5.58900806394126,0.370369961085445,13,TRUE
"H1R0_03","IMG_0310.JPG",7.5,7.38396310408638,-0.330197492243467,13,TRUE
"H1R0_03","IMG_0317.JPG",7.5,7.88179571462957,-0.0187087843524238,13,TRUE
"H1R0_03","IMG_0323.JPG",7.5,6.56826241882932,0.372511920543359,13,TRUE
"H1R0_03","IMG_0334.JPG",9,8.79356454509926,-0.0105433902892592,13,TRUE
"H1R0_03","IMG_0350.JPG",10.5,9.90215876008507,-0.329577090985929,13,TRUE
"H1R0_03","IMG_0370.JPG",12,10.9511855482077,-0.331881767046497,13,TRUE
"H1R0_03","IMG_0375.JPG",12,10.99880073157,-0.00362578190330203,13,TRUE
"H1R0_03","IMG_0436.JPG",15,12.9792189887035,-0.00455046790701241,13,TRUE
"H1R0_03","IMG_0253.JPG",3,3.23307119347679,-0.329757432867902,13,TRUE
"H1R0_03","IMG_0263.JPG",3,3.0484463027818,0.364247716836408,13,TRUE
"H1R0_03","IMG_0271.JPG",4.5,5.23895046601335,-0.326840054764228,13,TRUE
"H1R0_03","IMG_0277.JPG",4.5,5.05749253631144,-0.0358775138303458,13,TRUE
"H1R0_03","IMG_0287.JPG",6,6.45127390991024,-0.33052768654643,13,TRUE
"H1R0_03","IMG_0294.JPG",6,6.35703029064427,-0.0245785343461646,13,TRUE
"H1R0_03","IMG_0317.JPG",7.5,7.89815658002259,-0.018812044292952,13,TRUE
"H1R0_03","IMG_0323.JPG",7.5,6.15990171914328,0.374567936478803,13,TRUE
"H1R0_03","IMG_0334.JPG",9,8.9364645889815,-0.0106015827315754,13,TRUE
"H1R0_03","IMG_0350.JPG",10.5,10.8985676625969,-0.331396135461166,13,TRUE
"H1R0_03","IMG_0398.JPG",13.5,14.8320865651168,-0.333564527957973,13,TRUE
"H1R0_03","IMG_0430.JPG",15,20.7859340652111,-0.337576750198425,13,FALSE
"H1R0_03","IMG_0436.JPG",15,14.1667223262164,-0.00457558343758898,13,FALSE
"H1R0_03","IMG_0239.JPG",1.5,1.98437548650613,-0.0467058117817093,13,TRUE
"H1R0_03","IMG_0253.JPG",3,3.42337644144226,-0.326284289402379,13,TRUE
"H1R0_03","IMG_0260.JPG",3,3.68872391890286,-0.0288437934974806,13,TRUE
"H1R0_03","IMG_0263.JPG",3,3.27853730062173,0.360411307247215,13,TRUE
"H1R0_03","IMG_0271.JPG",4.5,5.40787470391431,-0.3233976383474,13,TRUE
"H1R0_03","IMG_0287.JPG",6,6.5584785827116,-0.327046430446396,13,TRUE
"H1R0_03","IMG_0294.JPG",6,6.54581358674812,-0.024319662922967,13,TRUE
"H1R0_03","IMG_0334.JPG",9,8.96092398014875,-0.010489922419727,13,TRUE
"H1R0_03","IMG_0375.JPG",12,11.3171073220448,-0.00360739475946694,13,TRUE
"H1R0_03","IMG_0398.JPG",13.5,13.6565611818252,-0.330051286571625,13,TRUE
"H1R0_03","IMG_0406.JPG",13.5,12.3762039876483,-0.00466938209005568,13,TRUE
"H1R0_03","IMG_0430.JPG",15,17.9305601322595,-0.334021250406147,13,FALSE
"H1R0_03","IMG_0436.JPG",15,13.4822608735711,-0.00452739147545788,13,FALSE
"H1R0_03","IMG_0234.JPG",1.5,2.12488225978555,-0.31367221522112,13,TRUE
"H1R0_03","IMG_0239.JPG",1.5,2.24282700674718,-0.0464732895703296,13,TRUE
"H1R0_03","IMG_0260.JPG",3,4.07171326863025,-0.0287001963220378,13,TRUE
"H1R0_03","IMG_0263.JPG",3,3.67808526149179,0.358617020177353,13,TRUE
"H1R0_03","IMG_0277.JPG",4.5,5.70002154351075,-0.0353229039098931,13,TRUE
"H1R0_03","IMG_0287.JPG",6,6.85709700558879,-0.325418248506498,13,TRUE
"H1R0_03","IMG_0294.JPG",6,6.95140430926182,-0.024198588872712,13,TRUE
"H1R0_03","IMG_0300.JPG",6,6.0135047428674,0.366657217898444,13,TRUE
"H1R0_03","IMG_0310.JPG",7.5,7.88025588361875,-0.326887454663479,13,TRUE
"H1R0_03","IMG_0317.JPG",7.5,8.33975102903502,-0.0185212396837418,13,TRUE
"H1R0_03","IMG_0334.JPG",9,9.22823628216479,-0.0104376989412092,13,TRUE
"H1R0_03","IMG_0375.JPG",12,11.3196761626795,-0.0035894355510774,13,TRUE
"H1R0_03","IMG_0436.JPG",15,13.13174673929,-0.00450485211606135,13,TRUE
"H1R0_03","IMG_0239.JPG",1.5,2.00447703160372,-0.0473559716298094,13,TRUE
"H1R0_03","IMG_0246.JPG",1.5,1.96718445395342,0.346044095758475,13,TRUE
"H1R0_03","IMG_0263.JPG",3,3.36378801430745,0.365428347992992,13,TRUE
"H1R0_03","IMG_0271.JPG",4.5,5.31025461076792,-0.327899436975943,13,TRUE
"H1R0_03","IMG_0287.JPG",6,6.39396063305677,-0.331599021428745,13,TRUE
"H1R0_03","IMG_0300.JPG",6,5.67556712842326,0.373621255762128,13,TRUE
"H1R0_03","IMG_0317.JPG",7.5,7.99659382570531,-0.0188730195155401,13,TRUE
"H1R0_03","IMG_0323.JPG",7.5,6.69712522815815,0.375782018422556,13,TRUE
"H1R0_03","IMG_0350.JPG",10.5,9.99943856699867,-0.332470285235103,13,TRUE
"H1R0_03","IMG_0353.JPG",10.5,10.1856411439641,-0.0100394775167226,13,TRUE
"H1R0_03","IMG_0375.JPG",12,11.262933307394,-0.00365761084905798,13,TRUE
"H1R0_03","IMG_0406.JPG",13.5,12.292527711816,-0.00473438138317537,13,TRUE
"H1R0_03","IMG_0418.JPG",13.5,14.6777906303587,0.378552785746956,13,TRUE
"H1R0_03","IMG_0246.JPG",1.5,1.81593442050558,0.345563512024917,13,TRUE
"H1R0_03","IMG_0253.JPG",3,3.24340590670874,-0.330366821817312,13,TRUE
"H1R0_03","IMG_0260.JPG",3,3.51272969081785,-0.0292046926450882,13,TRUE
"H1R0_03","IMG_0263.JPG",3,3.12535012572859,0.36492084353914,13,TRUE
"H1R0_03","IMG_0271.JPG",4.5,5.1886299130834,-0.327444052423555,13,TRUE
"H1R0_03","IMG_0277.JPG",4.5,5.08566770347896,-0.0359438151727306,13,TRUE
"H1R0_03","IMG_0323.JPG",7.5,6.32199737369621,0.375260134860226,13,TRUE
"H1R0_03","IMG_0330.JPG",9,8.96015066232599,-0.330656164222808,13,TRUE
"H1R0_03","IMG_0350.JPG",10.5,10.411503988254,-0.33200855271912,13,TRUE
"H1R0_03","IMG_0406.JPG",13.5,12.5918524502166,-0.00472780630586844,13,TRUE
"H1R0_03","IMG_0418.JPG",13.5,14.4147042691386,0.378027054161435,13,TRUE
"H1R0_03","IMG_0430.JPG",15,18.685751974273,-0.338200589180187,13,FALSE
"H1R0_03","IMG_0436.JPG",15,13.8372422331596,-0.00458403907711685,13,FALSE
"H1R0_03","IMG_0234.JPG",1.5,1.69612688258861,-0.318286644762018,13,TRUE
"H1R0_03","IMG_0239.JPG",1.5,1.78859910182945,-0.0471569577750663,13,TRUE
"H1R0_03","IMG_0253.JPG",3,3.13150171358197,-0.329435971050633,13,TRUE
"H1R0_03","IMG_0287.JPG",6,6.21176056513939,-0.330205473852539,13,TRUE
"H1R0_03","IMG_0300.JPG",6,5.16536768095137,0.372051109405414,13,TRUE
"H1R0_03","IMG_0353.JPG",10.5,10.1559743733265,-0.00999728653105706,13,TRUE
"H1R0_03","IMG_0370.JPG",12,11.7873731549638,-0.333388213393991,13,TRUE
"H1R0_03","IMG_0375.JPG",12,11.3965342063473,-0.00364223970980839,13,TRUE
"H1R0_03","IMG_0398.JPG",13.5,14.0612201209223,-0.333239354819642,13,FALSE
"H1R0_03","IMG_0406.JPG",13.5,12.6306376756373,-0.00471448510702555,13,FALSE
"H1R0_03","IMG_0418.JPG",13.5,14.4298941568768,0.376961914595496,13,FALSE
"H1R0_03","IMG_0430.JPG",15,19.4816521366084,-0.337247665772207,13,FALSE
"H1R0_03","IMG_0436.JPG",15,13.9557362243715,-0.00457112296082544,13,FALSE
"H1R0_04","IMG_0001.JPG",1.5,1.43870824002905,-0.0247250458244932,10,TRUE
"H1R0_04","IMG_0005.JPG",1.5,1.43746313142046,0.2097437669017,10,TRUE
"H1R0_04","IMG_0032.JPG",3,2.89013207411215,-0.00340216830714354,10,TRUE
"H1R0_04","IMG_0053.JPG",4.5,4.2507200072268,0.0194487384020323,10,TRUE
"H1R0_04","IMG_0063.JPG",4.5,4.3199571096567,-0.262597480284072,10,TRUE
"H1R0_04","IMG_0089.JPG",6,5.67957551574839,0.261398093182696,10,TRUE
"H1R0_04","IMG_0094.JPG",7.5,7.28822721392208,0.0139643263857594,10,TRUE
"H1R0_04","IMG_0120.JPG",10.5,10.0879729572902,0.268024515099293,10,TRUE
"H1R0_04","IMG_0132.JPG",12,11.5688222103454,0.00950679389226065,10,TRUE
"H1R0_04","IMG_0025.JPG",3,2.99192830787585,-0.265723364971204,10,TRUE
"H1R0_04","IMG_0047.JPG",4.5,4.12246785556583,0.257770415436903,10,TRUE
"H1R0_04","IMG_0079.JPG",6,5.88177253602757,0.00807678911445205,10,TRUE
"H1R0_04","IMG_0089.JPG",6,5.37675092319425,0.261426150085113,10,TRUE
"H1R0_04","IMG_0094.JPG",7.5,7.08997112699034,0.0139658252327401,10,TRUE
"H1R0_04","IMG_0116.JPG",9,7.66951098012661,0.262586262711058,10,TRUE
"H1R0_04","IMG_0120.JPG",10.5,8.75179146765935,0.268053283242067,10,TRUE
"H1R0_04","IMG_0132.JPG",12,10.7052575443451,0.00950781429445748,10,TRUE
"H1R0_04","IMG_0158.JPG",15,11.8146633487345,0.266880780875598,10,FALSE
"H1R0_04","IMG_0001.JPG",1.5,1.52892765492413,-0.0246873258897362,10,TRUE
"H1R0_04","IMG_0032.JPG",3,3.02934117154264,-0.00339697804106724,10,TRUE
"H1R0_04","IMG_0053.JPG",4.5,4.40443831019161,0.0194190678748738,10,TRUE
"H1R0_04","IMG_0089.JPG",6,5.95283759044979,0.260999310543811,10,TRUE
"H1R0_04","IMG_0094.JPG",7.5,7.33944014212743,0.0139430227455585,10,TRUE
"H1R0_04","IMG_0120.JPG",10.5,10.3575406033818,0.267615623350635,10,TRUE
"H1R0_04","IMG_0123.JPG",10.5,10.2886980383819,0.0109970478947861,10,TRUE
"H1R0_04","IMG_0150.JPG",13.5,11.8323939151472,-0.265313872181852,10,FALSE
"H1R0_04","IMG_0158.JPG",15,14.8707325637004,0.266445035369442,10,FALSE
"H1R0_04","IMG_0025.JPG",3,2.97096699535039,-0.266063885713424,10,TRUE
"H1R0_04","IMG_0032.JPG",3,3.11589721331027,-0.00340689377410084,10,TRUE
"H1R0_04","IMG_0047.JPG",4.5,4.61007832179363,0.258100744586529,10,TRUE
"H1R0_04","IMG_0071.JPG",6,5.66609849276245,-0.268262807677649,10,TRUE
"H1R0_04","IMG_0089.JPG",6,6.10582700551564,0.2617611640071,10,TRUE
"H1R0_04","IMG_0120.JPG",10.5,10.3845724667479,0.268396789741669,10,TRUE
"H1R0_04","IMG_0132.JPG",12,10.6848807627416,0.00951999842429787,10,FALSE
"H1R0_04","IMG_0150.JPG",13.5,10.6906822648206,-0.266088319792305,10,FALSE
"H1R0_04","IMG_0158.JPG",15,14.5601005027275,0.267222784829965,10,FALSE
"H1R0_04","IMG_0001.JPG",1.5,1.58900157322706,-0.0247168119653206,10,TRUE
"H1R0_04","IMG_0025.JPG",3,2.90923665807634,-0.265606365995392,10,TRUE
"H1R0_04","IMG_0040.JPG",3,3.20451687022484,0.247933934164152,10,TRUE
"H1R0_04","IMG_0047.JPG",4.5,4.64073746529823,0.257656918174048,10,TRUE
"H1R0_04","IMG_0053.JPG",4.5,4.42609841295674,0.0194422616426271,10,TRUE
